                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.7307,                 1.1481,                 2.3032,                  0.996,                0.96154,                0.99286,                0.66384,                 1.3292,                0.93612,                 1.9195,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.4183,                0.97294,                 1.9898,                  0.996,                0.96154,                0.99286,                0.66384,                 1.3292,                0.93612,                 1.9195,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.6048,                 1.2044,                 2.1216,                0.95092,                0.96154,                0.98862,                0.57507,                  1.484,                 1.3727,                 2.1288,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.5334,                 1.1101,                 2.0981,                0.95092,                0.96154,                0.98862,                0.57507,                  1.484,                 1.3727,                 2.1288,                0.00101,                0.00101,                0.00101
                    152,                 1.3608,                 1.0672,                 2.0313,                0.64891,                0.53846,                0.68542,                 0.3937,                 1.6938,                 2.0701,                 2.3864,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.5374,                 1.0301,                 2.1479,                0.64891,                0.53846,                0.68542,                 0.3937,                 1.6938,                 2.0701,                 2.3864,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.5603,                 1.1116,                   2.12,                0.16225,                0.42308,                0.11858,                0.05081,                 1.9325,                 3.1998,                 2.6085,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.3943,                0.96481,                 2.0267,                0.16225,                0.42308,                0.11858,                0.05081,                 1.9325,                 3.1998,                 2.6085,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.5509,                 1.0643,                  2.148,                0.09423,                0.34016,                 0.0692,                0.02352,                  2.137,                 3.6741,                 2.6918,               0.000977,               0.000977,               0.000977
                    157,                 1.5117,                 1.0403,                 2.0894,                0.09423,                0.34016,                 0.0692,                0.02352,                  2.137,                 3.6741,                 2.6918,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.6449,                 1.0461,                   2.14,                0.05732,                0.15385,                0.08637,                0.02912,                 2.1264,                 3.3651,                 2.6153,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.4691,                 1.0598,                 2.0468,                0.05732,                0.15385,                0.08637,                0.02912,                 2.1264,                 3.3651,                 2.6153,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.4268,                  1.109,                 2.0438,                0.43576,                0.65385,                0.50246,                 0.2502,                 1.7316,                 1.9117,                 2.2141,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.4264,                0.98264,                 1.9796,                0.43576,                0.65385,                0.50246,                 0.2502,                 1.7316,                 1.9117,                 2.2141,               0.000944,               0.000944,               0.000944
                    162,                 1.5356,                 1.0732,                 2.0415,                0.74013,                0.98615,                 0.9154,                 0.5732,                 1.3893,                 1.1606,                 2.0443,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.5746,                  1.099,                 2.1829,                0.74013,                0.98615,                 0.9154,                 0.5732,                 1.3893,                 1.1606,                 2.0443,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.7076,                 1.1833,                 2.2209,                0.94949,                0.72325,                 0.9134,                 0.6009,                  1.269,                 1.1023,                 1.9011,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.6248,                 1.1741,                 2.1154,                0.94949,                0.72325,                 0.9134,                 0.6009,                  1.269,                 1.1023,                 1.9011,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.6653,                 1.1634,                  2.195,                0.93142,                0.88462,                0.95455,                 0.6984,                 1.1365,                 1.0089,                 1.7712,               0.000911,               0.000911,               0.000911
                    167,                 1.5031,                 1.0394,                 2.0125,                0.93142,                0.88462,                0.95455,                 0.6984,                 1.1365,                 1.0089,                 1.7712,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.5576,                  1.099,                 2.0849,                0.95904,                0.90097,                0.97206,                0.68883,                 1.2337,                0.94449,                 1.7803,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.5116,                 1.0785,                   2.01,                0.95904,                0.90097,                0.97206,                0.68883,                 1.2337,                0.94449,                 1.7803,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.8379,                 1.1544,                 2.2391,                0.99298,                0.96154,                 0.9919,                 0.6843,                 1.2777,                0.81776,                 1.7824,              0.0008846,              0.0008846,              0.0008846
                    171,                 1.4675,                 1.0098,                  1.998,                0.99298,                0.96154,                 0.9919,                 0.6843,                 1.2777,                0.81776,                 1.7824,               0.000878,               0.000878,               0.000878
                    172,                 1.6013,                 1.0673,                 2.1807,                0.99698,                      1,                  0.995,                0.71554,                 1.1815,                0.85379,                 1.7555,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.4456,                0.99522,                 2.0021,                0.99698,                      1,                  0.995,                0.71554,                 1.1815,                0.85379,                 1.7555,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.6261,                  1.114,                    2.1,                0.99566,                      1,                  0.995,                0.72731,                 1.2015,                0.84953,                 1.8048,              0.0008582,              0.0008582,              0.0008582
                    175,                 1.5223,                0.97613,                  2.045,                0.99566,                      1,                  0.995,                0.72731,                 1.2015,                0.84953,                 1.8048,              0.0008516,              0.0008516,              0.0008516
                    176,                  1.464,                0.92486,                 2.0685,                0.99542,                      1,                  0.995,                0.71709,                 1.1863,                0.80603,                 1.7759,               0.000845,               0.000845,               0.000845
                    177,                 1.4312,                 0.9416,                 1.9593,                0.99542,                      1,                  0.995,                0.71709,                 1.1863,                0.80603,                 1.7759,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.5328,                 1.0569,                  2.106,                0.99778,                      1,                  0.995,                0.72852,                 1.1823,                0.74022,                 1.7636,              0.0008318,              0.0008318,              0.0008318
                    179,                 1.6027,                  1.048,                 2.0901,                0.99778,                      1,                  0.995,                0.72852,                 1.1823,                0.74022,                 1.7636,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.4253,                0.94536,                 2.0069,                0.99716,                      1,                  0.995,                0.68594,                 1.2139,                0.76821,                 1.7647,              0.0008186,              0.0008186,              0.0008186
                    181,                 1.6549,                 1.0473,                  2.166,                0.99716,                      1,                  0.995,                0.68594,                 1.2139,                0.76821,                 1.7647,               0.000812,               0.000812,               0.000812
                    182,                 1.2969,                0.94529,                 1.8643,                0.99563,                      1,                  0.995,                0.69137,                 1.1461,                0.74941,                 1.7113,              0.0008054,              0.0008054,              0.0008054
                    183,                 1.4803,                 1.0289,                 2.0067,                0.99563,                      1,                  0.995,                0.69137,                 1.1461,                0.74941,                 1.7113,              0.0007988,              0.0007988,              0.0007988
                    184,                 1.5577,                 1.0252,                 2.0688,                0.96268,                0.99232,                0.99389,                0.70606,                 1.0683,                0.75327,                 1.7359,              0.0007922,              0.0007922,              0.0007922
                    185,                 1.3804,                0.96323,                 1.9829,                0.96268,                0.99232,                0.99389,                0.70606,                 1.0683,                0.75327,                 1.7359,              0.0007856,              0.0007856,              0.0007856
                    186,                  1.363,                0.94546,                 2.0104,                0.94893,                      1,                0.99241,                0.68705,                 1.2508,                0.83658,                 1.8727,               0.000779,               0.000779,               0.000779
                    187,                 1.3232,                0.93264,                 1.9183,                0.94893,                      1,                0.99241,                0.68705,                 1.2508,                0.83658,                 1.8727,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.4246,                0.97369,                 1.9541,                0.86148,                 0.9569,                0.94914,                0.59788,                 1.3955,                 1.2213,                 2.0201,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.3889,                0.99756,                 1.8877,                0.86148,                 0.9569,                0.94914,                0.59788,                 1.3955,                 1.2213,                 2.0201,              0.0007592,              0.0007592,              0.0007592
                    190,                 1.3656,                0.89498,                 1.9698,                0.77069,                0.80769,                0.88584,                0.57723,                 1.2343,                 1.3804,                 1.8751,              0.0007526,              0.0007526,              0.0007526
                    191,                 1.4134,                0.94006,                 1.9838,                0.77069,                0.80769,                0.88584,                0.57723,                 1.2343,                 1.3804,                 1.8751,               0.000746,               0.000746,               0.000746
                    192,                 1.2445,                0.96136,                 1.8008,                0.94063,                0.84615,                0.96995,                0.66161,                 1.2167,                 1.0422,                 1.7927,              0.0007394,              0.0007394,              0.0007394
                    193,                 1.3285,                0.91205,                 1.8851,                0.94063,                0.84615,                0.96995,                0.66161,                 1.2167,                 1.0422,                 1.7927,              0.0007328,              0.0007328,              0.0007328
                    194,                 1.3733,                0.91367,                 1.8915,                0.98007,                0.88462,                0.98345,                0.68087,                 1.2027,                0.96687,                 1.7724,              0.0007262,              0.0007262,              0.0007262
                    195,                 1.4955,                0.98204,                  2.063,                0.98007,                0.88462,                0.98345,                0.68087,                 1.2027,                0.96687,                 1.7724,              0.0007196,              0.0007196,              0.0007196
                    196,                 1.5776,                0.99157,                 2.1369,                 0.9971,                0.96154,                0.99389,                 0.7695,                 1.0462,                0.71017,                 1.6222,               0.000713,               0.000713,               0.000713
                    197,                 1.5697,                0.93883,                 2.0419,                 0.9971,                0.96154,                0.99389,                 0.7695,                 1.0462,                0.71017,                 1.6222,              0.0007064,              0.0007064,              0.0007064
                    198,                  1.439,                0.99565,                 1.9293,                      1,                0.99193,                  0.995,                0.71142,                 1.1352,                0.76242,                 1.6337,              0.0006998,              0.0006998,              0.0006998
                    199,                 1.3125,                 0.8816,                 1.8598,                      1,                0.99193,                  0.995,                0.71142,                 1.1352,                0.76242,                 1.6337,              0.0006932,              0.0006932,              0.0006932
                    200,                  1.342,                 0.9152,                 1.9832,                0.98866,                0.96154,                 0.9919,                0.62902,                 1.2914,                0.80384,                 1.7772,              0.0006866,              0.0006866,              0.0006866
                    201,                 1.2422,                 0.8609,                 1.8287,                0.98866,                0.96154,                 0.9919,                0.62902,                 1.2914,                0.80384,                 1.7772,                0.00068,                0.00068,                0.00068
                    202,                 1.4573,                 0.9278,                 1.8889,                0.94669,                      1,                0.99241,                0.61135,                 1.4384,                0.76842,                 1.8828,              0.0006734,              0.0006734,              0.0006734
                    203,                 1.3664,                0.97744,                 1.9929,                0.94669,                      1,                0.99241,                0.61135,                 1.4384,                0.76842,                 1.8828,              0.0006668,              0.0006668,              0.0006668
                    204,                 1.3901,                0.87345,                  1.904,                0.95804,                      1,                0.99389,                0.61283,                 1.4336,                0.75549,                 1.9014,              0.0006602,              0.0006602,              0.0006602
                    205,                 1.5204,                  1.045,                 1.9956,                0.95804,                      1,                0.99389,                0.61283,                 1.4336,                0.75549,                 1.9014,              0.0006536,              0.0006536,              0.0006536
                    206,                 1.5268,                 1.0344,                 2.0983,                0.95675,                      1,                  0.995,                0.61247,                 1.4608,                0.92622,                 1.9518,               0.000647,               0.000647,               0.000647
                    207,                 1.3792,                0.93628,                 2.0096,                0.95675,                      1,                  0.995,                0.61247,                 1.4608,                0.92622,                 1.9518,              0.0006404,              0.0006404,              0.0006404
                    208,                 1.4158,                0.92584,                 1.9711,                0.95117,                0.92308,                0.97858,                0.56071,                 1.4768,                 1.4013,                 1.9962,              0.0006338,              0.0006338,              0.0006338
                    209,                 1.2656,                0.85104,                 1.8362,                0.95117,                0.92308,                0.97858,                0.56071,                 1.4768,                 1.4013,                 1.9962,              0.0006272,              0.0006272,              0.0006272
                    210,                 1.2681,                0.86367,                 1.8437,                0.73715,                0.92308,                0.90837,                0.53681,                  1.382,                 2.0149,                 1.9855,              0.0006206,              0.0006206,              0.0006206
                    211,                 1.4107,                0.97211,                 1.9502,                0.73715,                0.92308,                0.90837,                0.53681,                  1.382,                 2.0149,                 1.9855,               0.000614,               0.000614,               0.000614
                    212,                  1.144,                0.82378,                 1.7291,                0.96205,                0.97524,                0.99389,                0.64186,                 1.3164,                 1.3534,                 1.9393,              0.0006074,              0.0006074,              0.0006074
                    213,                 1.4197,                0.95814,                 1.9336,                0.96205,                0.97524,                0.99389,                0.64186,                 1.3164,                 1.3534,                 1.9393,              0.0006008,              0.0006008,              0.0006008
                    214,                 1.7142,                0.98354,                 2.0708,                0.99482,                      1,                  0.995,                0.71219,                 1.1417,                 0.8599,                 1.7349,              0.0005942,              0.0005942,              0.0005942
                    215,                 1.5812,                0.96806,                 2.0503,                0.99482,                      1,                  0.995,                0.71219,                 1.1417,                 0.8599,                 1.7349,              0.0005876,              0.0005876,              0.0005876
                    216,                 1.4347,                0.90109,                 1.9104,                0.99289,                      1,                  0.995,                0.75959,                 1.0402,                0.71666,                 1.5877,               0.000581,               0.000581,               0.000581
                    217,                 1.4355,                0.92253,                 1.9429,                0.99289,                      1,                  0.995,                0.75959,                 1.0402,                0.71666,                 1.5877,              0.0005744,              0.0005744,              0.0005744
                    218,                 1.4878,                0.95249,                 1.8399,                0.99402,                      1,                  0.995,                0.75872,                 1.0142,                0.66941,                 1.5641,              0.0005678,              0.0005678,              0.0005678
                    219,                 1.3207,                0.87836,                  1.854,                0.99402,                      1,                  0.995,                0.75872,                 1.0142,                0.66941,                 1.5641,              0.0005612,              0.0005612,              0.0005612
                    220,                 1.2578,                 0.8985,                 1.8418,                0.99581,                      1,                  0.995,                0.79703,                0.89434,                0.66213,                 1.5181,              0.0005546,              0.0005546,              0.0005546
                    221,                  1.326,                0.88606,                  1.906,                0.99581,                      1,                  0.995,                0.79703,                0.89434,                0.66213,                 1.5181,               0.000548,               0.000548,               0.000548
                    222,                 1.2114,                0.84824,                 1.7653,                0.99481,                      1,                  0.995,                0.80793,                  0.918,                0.66646,                 1.5094,              0.0005414,              0.0005414,              0.0005414
                    223,                 1.1756,                 0.8486,                 1.7119,                0.99481,                      1,                  0.995,                0.80793,                  0.918,                0.66646,                 1.5094,              0.0005348,              0.0005348,              0.0005348
                    224,                 1.3193,                0.93306,                  1.908,                0.99692,                      1,                  0.995,                0.77256,                 1.0249,                  0.736,                 1.5524,              0.0005282,              0.0005282,              0.0005282
                    225,                 1.1346,                 0.7592,                 1.7125,                0.99692,                      1,                  0.995,                0.77256,                 1.0249,                  0.736,                 1.5524,              0.0005216,              0.0005216,              0.0005216
                    226,                 1.3787,                 0.8988,                 1.8379,                0.99672,                      1,                  0.995,                0.77578,                 1.0179,                0.72188,                 1.5507,               0.000515,               0.000515,               0.000515
                    227,                 1.0255,                0.79329,                  1.637,                0.99672,                      1,                  0.995,                0.77578,                 1.0179,                0.72188,                 1.5507,              0.0005084,              0.0005084,              0.0005084
                    228,                  1.256,                0.90077,                 1.8731,                0.99534,                      1,                  0.995,                0.79808,                 0.9397,                0.62042,                 1.5251,              0.0005018,              0.0005018,              0.0005018
                    229,                 1.0622,                0.79879,                 1.6752,                0.99534,                      1,                  0.995,                0.79808,                 0.9397,                0.62042,                 1.5251,              0.0004952,              0.0004952,              0.0004952
                    230,                 1.1045,                0.82386,                 1.6865,                0.99615,                      1,                  0.995,                0.78365,                0.90891,                0.60494,                  1.552,              0.0004886,              0.0004886,              0.0004886
                    231,                 1.0638,                0.74516,                  1.662,                0.99615,                      1,                  0.995,                0.78365,                0.90891,                0.60494,                  1.552,               0.000482,               0.000482,               0.000482
                    232,                 1.0895,                 0.8197,                 1.6526,                0.99455,                      1,                  0.995,                0.73253,                  1.088,                0.68668,                 1.7553,              0.0004754,              0.0004754,              0.0004754
                    233,                  1.149,                0.80393,                  1.755,                0.99455,                      1,                  0.995,                0.73253,                  1.088,                0.68668,                 1.7553,              0.0004688,              0.0004688,              0.0004688
                    234,                 1.1097,                0.81402,                 1.7541,                0.99089,                      1,                  0.995,                 0.7005,                 1.1724,                0.72401,                 1.8662,              0.0004622,              0.0004622,              0.0004622
                    235,                 1.2135,                0.80076,                 1.7976,                0.99089,                      1,                  0.995,                 0.7005,                 1.1724,                0.72401,                 1.8662,              0.0004556,              0.0004556,              0.0004556
                    236,                 1.1767,                0.82052,                 1.7298,                0.96143,                0.95891,                0.99241,                0.68018,                 1.1906,                0.80233,                 1.8573,               0.000449,               0.000449,               0.000449
                    237,                 1.0341,                 0.9098,                 1.7651,                0.96143,                0.95891,                0.99241,                0.68018,                 1.1906,                0.80233,                 1.8573,              0.0004424,              0.0004424,              0.0004424
                    238,                 1.3403,                0.83609,                 1.7675,                0.96202,                0.97465,                0.99241,                0.69085,                 1.1373,                0.77237,                  1.786,              0.0004358,              0.0004358,              0.0004358
                    239,                 1.2879,                0.81717,                 1.7635,                0.96202,                0.97465,                0.99241,                0.69085,                 1.1373,                0.77237,                  1.786,              0.0004292,              0.0004292,              0.0004292
                    240,                 1.1833,                0.74775,                 1.6555,                0.95814,                      1,                0.99093,                0.72183,                 1.0758,                0.67984,                 1.6925,              0.0004226,              0.0004226,              0.0004226
                    241,                 1.2088,                0.74582,                 1.7459,                0.95814,                      1,                0.99093,                0.72183,                 1.0758,                0.67984,                 1.6925,               0.000416,               0.000416,               0.000416
                    242,                0.98993,                 0.7117,                 1.6118,                0.96001,                      1,                0.99389,                0.70851,                 1.1152,                0.65035,                 1.6961,              0.0004094,              0.0004094,              0.0004094
                    243,                 1.1709,                 0.8157,                 1.6782,                0.96001,                      1,                0.99389,                0.70851,                 1.1152,                0.65035,                 1.6961,              0.0004028,              0.0004028,              0.0004028
                    244,                 1.3091,                 0.9203,                 1.9035,                0.96289,                0.99792,                0.99389,                0.71516,                 1.0867,                0.66896,                 1.6424,              0.0003962,              0.0003962,              0.0003962
                    245,                  1.182,                0.78391,                 1.6958,                0.96289,                0.99792,                0.99389,                0.71516,                 1.0867,                0.66896,                 1.6424,              0.0003896,              0.0003896,              0.0003896
                    246,                 1.0509,                0.72373,                 1.6398,                0.95863,                      1,                0.99093,                0.76972,                0.96806,                0.63181,                 1.5054,               0.000383,               0.000383,               0.000383
                    247,                 1.2087,                0.81043,                 1.7516,                0.95863,                      1,                0.99093,                0.76972,                0.96806,                0.63181,                 1.5054,              0.0003764,              0.0003764,              0.0003764
                    248,                 1.1571,                0.77276,                  1.722,                 0.9587,                      1,                0.99241,                0.74797,                 1.0286,                0.68076,                 1.5161,              0.0003698,              0.0003698,              0.0003698
                    249,                 1.1742,                0.83503,                 1.8938,                 0.9587,                      1,                0.99241,                0.74797,                 1.0286,                0.68076,                 1.5161,              0.0003632,              0.0003632,              0.0003632
                    250,                 1.2018,                 0.8275,                 1.7592,                0.95923,                      1,                0.99241,                0.72559,                 1.0394,                0.72292,                 1.5239,              0.0003566,              0.0003566,              0.0003566
                    251,                 1.2224,                0.81067,                 1.7832,                0.95923,                      1,                0.99241,                0.72559,                 1.0394,                0.72292,                 1.5239,                0.00035,                0.00035,                0.00035
                    252,                 1.1335,                 0.7583,                 1.6786,                0.96139,                      1,                  0.995,                0.77347,                0.94302,                0.70952,                 1.4683,              0.0003434,              0.0003434,              0.0003434
                    253,                 1.0777,                0.74543,                 1.6042,                0.96139,                      1,                  0.995,                0.77347,                0.94302,                0.70952,                 1.4683,              0.0003368,              0.0003368,              0.0003368
                    254,                0.97483,                0.73058,                 1.5701,                0.97383,                      1,                  0.995,                0.72788,                 1.0373,                0.71081,                 1.6023,              0.0003302,              0.0003302,              0.0003302
                    255,                 1.1598,                 0.7789,                 1.7215,                0.97383,                      1,                  0.995,                0.72788,                 1.0373,                0.71081,                 1.6023,              0.0003236,              0.0003236,              0.0003236
                    256,                 1.1532,                 0.7888,                 1.7554,                      1,                0.98703,                  0.995,                0.71169,                 1.1576,                0.69352,                 1.7196,               0.000317,               0.000317,               0.000317
                    257,                 1.2304,                0.83311,                  1.884,                      1,                0.98703,                  0.995,                0.71169,                 1.1576,                0.69352,                 1.7196,              0.0003104,              0.0003104,              0.0003104
                    258,                 1.0725,                0.74783,                 1.6411,                0.96009,                      1,                0.99389,                0.69586,                 1.1727,                 0.6539,                 1.7309,              0.0003038,              0.0003038,              0.0003038
                    259,                 1.2016,                0.79672,                 1.8332,                0.96009,                      1,                0.99389,                0.69586,                 1.1727,                 0.6539,                 1.7309,              0.0002972,              0.0002972,              0.0002972
                    260,                 1.2607,                0.81695,                   1.84,                0.95987,                      1,                0.99389,                 0.7516,                0.99458,                 0.6078,                 1.5687,              0.0002906,              0.0002906,              0.0002906
                    261,                 1.0704,                0.73599,                 1.6677,                0.95987,                      1,                0.99389,                 0.7516,                0.99458,                 0.6078,                 1.5687,               0.000284,               0.000284,               0.000284
                    262,                  1.448,                0.84871,                 1.8198,                0.95951,                      1,                0.99389,                0.76393,                0.91376,                0.61102,                 1.4987,              0.0002774,              0.0002774,              0.0002774
                    263,                 1.2295,                0.86963,                 1.7475,                0.95951,                      1,                0.99389,                0.76393,                0.91376,                0.61102,                 1.4987,              0.0002708,              0.0002708,              0.0002708
                    264,                 1.0951,                0.76048,                 1.6299,                0.96109,                      1,                  0.995,                0.79159,                0.87384,                0.61936,                 1.4632,              0.0002642,              0.0002642,              0.0002642
                    265,                 1.2178,                0.75831,                 1.6486,                0.96109,                      1,                  0.995,                0.79159,                0.87384,                0.61936,                 1.4632,              0.0002576,              0.0002576,              0.0002576
                    266,                 1.1383,                0.78374,                 1.6918,                0.98007,                      1,                  0.995,                0.78927,                0.87937,                0.61417,                  1.465,               0.000251,               0.000251,               0.000251
                    267,                 1.1971,                0.80112,                 1.7428,                0.98007,                      1,                  0.995,                0.78927,                0.87937,                0.61417,                  1.465,              0.0002444,              0.0002444,              0.0002444
                    268,                 1.2609,                0.87616,                 1.8421,                0.98955,                      1,                  0.995,                0.80093,                0.87221,                0.59802,                 1.4521,              0.0002378,              0.0002378,              0.0002378
                    269,                 1.1928,                0.73123,                 1.7434,                0.98955,                      1,                  0.995,                0.80093,                0.87221,                0.59802,                 1.4521,              0.0002312,              0.0002312,              0.0002312
                    270,                  1.115,                0.73947,                 1.6526,                 0.9922,                      1,                  0.995,                0.81806,                0.82806,                0.58838,                 1.4117,              0.0002246,              0.0002246,              0.0002246
                    271,                 1.0826,                0.75611,                 1.5978,                 0.9922,                      1,                  0.995,                0.81806,                0.82806,                0.58838,                 1.4117,               0.000218,               0.000218,               0.000218
                    272,                 1.1118,                0.75864,                 1.6612,                 0.9935,                      1,                  0.995,                0.82101,                0.76522,                0.58615,                 1.3645,              0.0002114,              0.0002114,              0.0002114
                    273,                  1.082,                0.79281,                 1.7147,                 0.9935,                      1,                  0.995,                0.82101,                0.76522,                0.58615,                 1.3645,              0.0002048,              0.0002048,              0.0002048
                    274,                 1.1501,                 0.7474,                 1.7046,                0.99363,                      1,                  0.995,                0.82485,                0.75275,                0.59527,                 1.3494,              0.0001982,              0.0001982,              0.0001982
                    275,                 1.2335,                0.86633,                 1.8764,                0.99363,                      1,                  0.995,                0.82485,                0.75275,                0.59527,                 1.3494,              0.0001916,              0.0001916,              0.0001916
                    276,                 1.1885,                0.83698,                 1.7984,                0.99458,                      1,                  0.995,                0.82937,                0.77804,                0.56594,                 1.3475,               0.000185,               0.000185,               0.000185
                    277,                 1.0176,                 0.7202,                 1.6534,                0.99458,                      1,                  0.995,                0.82937,                0.77804,                0.56594,                 1.3475,              0.0001784,              0.0001784,              0.0001784
                    278,                 1.0542,                0.79113,                  1.626,                0.99414,                      1,                  0.995,                0.82659,                 0.8234,                0.54104,                 1.3577,              0.0001718,              0.0001718,              0.0001718
                    279,                  1.252,                0.79671,                 1.7823,                0.99414,                      1,                  0.995,                0.82659,                 0.8234,                0.54104,                 1.3577,              0.0001652,              0.0001652,              0.0001652
                    280,                0.96434,                0.74878,                 1.5392,                0.99468,                      1,                  0.995,                0.83892,                0.81939,                0.52641,                  1.352,              0.0001586,              0.0001586,              0.0001586
                    281,                0.98108,                0.72161,                 1.5807,                0.99468,                      1,                  0.995,                0.83892,                0.81939,                0.52641,                  1.352,               0.000152,               0.000152,               0.000152
                    282,                 1.0017,                0.73213,                  1.651,                0.99457,                      1,                  0.995,                0.84531,                0.76646,                0.51512,                 1.3278,              0.0001454,              0.0001454,              0.0001454
                    283,                 1.3023,                0.90334,                 1.7909,                0.99457,                      1,                  0.995,                0.84531,                0.76646,                0.51512,                 1.3278,              0.0001388,              0.0001388,              0.0001388
                    284,                 1.0228,                0.68409,                 1.5914,                0.99415,                      1,                  0.995,                0.84072,                0.74386,                0.52584,                 1.3264,              0.0001322,              0.0001322,              0.0001322
                    285,                 1.2107,                0.76022,                 1.6992,                0.99415,                      1,                  0.995,                0.84072,                0.74386,                0.52584,                 1.3264,              0.0001256,              0.0001256,              0.0001256
                    286,                 1.1067,                0.71242,                 1.6145,                0.99337,                      1,                  0.995,                0.83073,                0.76919,                 0.5372,                 1.3492,               0.000119,               0.000119,               0.000119
                    287,                 1.1126,                0.79918,                 1.8041,                0.99337,                      1,                  0.995,                0.83073,                0.76919,                 0.5372,                 1.3492,              0.0001124,              0.0001124,              0.0001124
                    288,                 1.0931,                0.75993,                 1.6695,                0.99305,                      1,                  0.995,                0.82469,                0.78861,                 0.5267,                 1.3668,              0.0001058,              0.0001058,              0.0001058
                    289,                 1.0511,                0.78749,                 1.6764,                0.99305,                      1,                  0.995,                0.82469,                0.78861,                 0.5267,                 1.3668,               9.92e-05,               9.92e-05,               9.92e-05
                    290,                 1.1114,                0.74357,                  1.675,                0.99287,                      1,                  0.995,                0.82298,                0.76965,                0.51861,                 1.3601,               9.26e-05,               9.26e-05,               9.26e-05
                    291,                 1.0308,                0.86183,                 1.5683,                0.99287,                      1,                  0.995,                0.82298,                0.76965,                0.51861,                 1.3601,                8.6e-05,                8.6e-05,                8.6e-05
                    292,                 1.0004,                0.80204,                 1.6166,                0.99205,                      1,                  0.995,                0.84153,                0.72879,                0.51765,                 1.3389,               7.94e-05,               7.94e-05,               7.94e-05
                    293,                0.98287,                0.80314,                   1.66,                0.99205,                      1,                  0.995,                0.84153,                0.72879,                0.51765,                 1.3389,               7.28e-05,               7.28e-05,               7.28e-05
                    294,                 1.0324,                0.86607,                 1.5568,                0.99156,                      1,                  0.995,                0.85781,                0.70592,                0.51285,                 1.3136,               6.62e-05,               6.62e-05,               6.62e-05
                    295,                0.93877,                0.75783,                 1.6268,                0.99156,                      1,                  0.995,                0.85781,                0.70592,                0.51285,                 1.3136,               5.96e-05,               5.96e-05,               5.96e-05
                    296,                0.95336,                0.77873,                 1.6159,                0.99127,                      1,                  0.995,                0.84644,                0.70415,                0.51165,                 1.3023,                5.3e-05,                5.3e-05,                5.3e-05
                    297,                0.87718,                0.75291,                  1.593,                0.99127,                      1,                  0.995,                0.84644,                0.70415,                0.51165,                 1.3023,               4.64e-05,               4.64e-05,               4.64e-05
                    298,                 0.8524,                0.73031,                 1.4672,                0.99159,                      1,                  0.995,                0.83793,                0.71918,                0.51318,                 1.3036,               3.98e-05,               3.98e-05,               3.98e-05
                    299,                0.92795,                 0.7792,                 1.5644,                0.99159,                      1,                  0.995,                0.83793,                0.71918,                0.51318,                 1.3036,               3.32e-05,               3.32e-05,               3.32e-05
                    300,                0.96509,                0.76131,                 1.5663,                0.99201,                      1,                  0.995,                0.83779,                0.73404,                0.51067,                 1.3068,               2.66e-05,               2.66e-05,               2.66e-05
